COD;Valor Pedido;Cidade;Data da Venda;COD Cliente
AB1008;R$ 4,00;Porto Alegre;15/01/2017;361
AB1008;R$ 5,00;Belo Horizonte;15/01/2017;550
AB1009;R$ 5,00;Recife;15/01/2017;555
AB1006;R$ 1,00;Guarulhos;15/01/2017;577
AB1022;R$ 4,00;Guarulhos;15/01/2017;75
AB1008;R$ 3,00;Guarulhos;15/01/2017;152
AB1018;R$ 1,00;Niterói;15/01/2017;807
AB1003;R$ 3,00;Fortaleza;15/01/2017;557
AB1003;R$ 4,00;São Paulo;15/01/2017;748
AB1019;R$ 5,00;Guarulhos;15/01/2017;629
AB1024;R$ 1,00;Nova Iguaço;15/01/2017;283
AB1017;R$ 5,00;Guarulhos;15/01/2017;137
AB1015;R$ 1,00;Salvador;15/01/2017;247
AB1012;R$ 1,00;Nova Iguaço;15/01/2017;355
AB1006;R$ 3,00;Fortaleza;15/01/2017;183
AB1005;R$ 1,00;Guarulhos;15/01/2017;241
AB1016;R$ 3,00;Recife;15/01/2017;566
AB1004;R$ 5,00;Porto Alegre;15/01/2017;592
AB1021;R$ 3,00;Nova Iguaço;15/01/2017;691
AB1016;R$ 2,00;São Paulo;15/01/2017;737
AB1005;R$ 4,00;São Paulo;15/01/2017;429
AB1009;R$ 5,00;Guarulhos;15/01/2017;501
AB1022;R$ 3,00;Curitiba;15/01/2017;63
AB1016;R$ 4,00;Salvador;15/01/2017;544
AB1020;R$ 5,00;Guarulhos;15/01/2017;153
AB1016;R$ 5,00;Nova Iguaço;15/01/2017;782
AB1004;R$ 4,00;Belo Horizonte;15/01/2017;385
AB1008;R$ 1,00;Salvador;15/01/2017;97
AB1016;R$ 3,00;Porto Alegre;15/01/2017;378
AB1005;R$ 3,00;Guarulhos;15/01/2017;233
AB1009;R$ 4,00;Guarulhos;15/01/2017;339
AB1006;R$ 3,00;Rio de Janeiro;15/01/2017;248
AB1014;R$ 5,00;Campinas;16/01/2017;739
AB1021;R$ 4,00;Salvador;16/01/2017;583
AB1015;R$ 5,00;Recife;16/01/2017;39
AB1003;R$ 5,00;Recife;16/01/2017;117
AB1019;R$ 4,00;Guarulhos;16/01/2017;127
AB1016;R$ 5,00;Guarulhos;16/01/2017;417
AB1022;R$ 5,00;Salvador;16/01/2017;232
AB1017;R$ 3,00;Porto Alegre;16/01/2017;230
AB1024;R$ 3,00;Salvador;16/01/2017;800
AB1001;R$ 5,00;Nova Iguaço;16/01/2017;782
AB1018;R$ 3,00;Curitiba;16/01/2017;238
AB1007;R$ 1,00;Nova Iguaço;16/01/2017;330
AB1002;R$ 5,00;Niterói;16/01/2017;763
AB1020;R$ 1,00;Campinas;16/01/2017;289
AB1021;R$ 3,00;Recife;16/01/2017;555
AB1012;R$ 4,00;Guarulhos;16/01/2017;207
AB1005;R$ 1,00;Salvador;16/01/2017;198
AB1014;R$ 3,00;Niterói;16/01/2017;94
AB1008;R$ 3,00;Curitiba;16/01/2017;789
AB1009;R$ 1,00;Campinas;16/01/2017;793
AB1014;R$ 2,00;Belo Horizonte;16/01/2017;721
AB1003;R$ 5,00;Curitiba;16/01/2017;637
AB1021;R$ 5,00;Guarulhos;16/01/2017;344
AB1005;R$ 4,00;Recife;16/01/2017;805
AB1014;R$ 5,00;Fortaleza;16/01/2017;286
AB1006;R$ 5,00;Recife;16/01/2017;297
AB1006;R$ 4,00;Rio de Janeiro;16/01/2017;326
AB1018;R$ 4,00;Recife;16/01/2017;676
AB1019;R$ 5,00;São Paulo;16/01/2017;382
AB1014;R$ 2,00;Campinas;16/01/2017;138
AB1015;R$ 5,00;Fortaleza;16/01/2017;354
AB1018;R$ 1,00;Porto Alegre;16/01/2017;515
AB1007;R$ 1,00;Salvador;16/01/2017;646
AB1017;R$ 4,00;São Paulo;16/01/2017;753
AB1010;R$ 4,00;Guarulhos;16/01/2017;175
AB1004;R$ 5,00;Niterói;16/01/2017;454
AB1009;R$ 2,00;Nova Iguaço;16/01/2017;24
AB1018;R$ 1,00;Salvador;16/01/2017;109
AB1012;R$ 4,00;Nova Iguaço;16/01/2017;51
AB1003;R$ 2,00;Curitiba;17/01/2017;619
AB1012;R$ 5,00;Goiânia;17/01/2017;527
AB1008;R$ 1,00;Curitiba;17/01/2017;560
AB1008;R$ 1,00;Rio de Janeiro;17/01/2017;377
AB1003;R$ 4,00;Curitiba;17/01/2017;238
AB1017;R$ 5,00;Fortaleza;17/01/2017;288
AB1018;R$ 5,00;Guarulhos;17/01/2017;37
AB1006;R$ 2,00;Goiânia;17/01/2017;274
AB1022;R$ 5,00;Guarulhos;17/01/2017;272
AB1015;R$ 3,00;São Paulo;17/01/2017;797
AB1012;R$ 2,00;Goiânia;17/01/2017;463
AB1024;R$ 2,00;Guarulhos;17/01/2017;491
AB1011;R$ 1,00;Fortaleza;17/01/2017;802
AB1012;R$ 2,00;Curitiba;17/01/2017;442
AB1017;R$ 2,00;Niterói;17/01/2017;390
AB1020;R$ 4,00;Curitiba;17/01/2017;699
AB1002;R$ 5,00;Guarulhos;17/01/2017;294
AB1007;R$ 3,00;Recife;17/01/2017;729
AB1022;R$ 1,00;Goiânia;17/01/2017;315
AB1023;R$ 1,00;Curitiba;17/01/2017;22
AB1001;R$ 2,00;São Paulo;17/01/2017;196
AB1017;R$ 3,00;Goiânia;18/01/2017;615
AB1002;R$ 5,00;Niterói;18/01/2017;654
AB1024;R$ 5,00;Belo Horizonte;18/01/2017;497
AB1012;R$ 4,00;Porto Alegre;18/01/2017;166
AB1020;R$ 1,00;São Paulo;18/01/2017;541
AB1021;R$ 2,00;Salvador;18/01/2017;198
AB1017;R$ 3,00;Fortaleza;18/01/2017;703
AB1002;R$ 2,00;São Paulo;18/01/2017;400
AB1004;R$ 1,00;Guarulhos;18/01/2017;311
AB1014;R$ 5,00;Campinas;18/01/2017;563
AB1004;R$ 2,00;Nova Iguaço;18/01/2017;680
AB1015;R$ 2,00;Porto Alegre;18/01/2017;515
AB1006;R$ 5,00;Belo Horizonte;18/01/2017;721
AB1017;R$ 2,00;Recife;18/01/2017;672
AB1008;R$ 1,00;Nova Iguaço;18/01/2017;543
AB1009;R$ 2,00;Salvador;18/01/2017;792
AB1018;R$ 2,00;Campinas;18/01/2017;739
AB1006;R$ 1,00;Curitiba;18/01/2017;250
AB1013;R$ 3,00;Porto Alegre;18/01/2017;780
AB1011;R$ 4,00;Recife;18/01/2017;820
AB1009;R$ 1,00;Belo Horizonte;18/01/2017;721
AB1013;R$ 2,00;Goiânia;18/01/2017;17
AB1024;R$ 2,00;Nova Iguaço;18/01/2017;543
AB1023;R$ 1,00;Campinas;18/01/2017;511
AB1019;R$ 5,00;Recife;18/01/2017;676
AB1019;R$ 1,00;Guarulhos;18/01/2017;270
AB1015;R$ 1,00;Campinas;18/01/2017;333
AB1003;R$ 2,00;Salvador;18/01/2017;790
AB1020;R$ 4,00;Nova Iguaço;18/01/2017;655
AB1020;R$ 5,00;Goiânia;18/01/2017;246
AB1003;R$ 1,00;Goiânia;18/01/2017;103
AB1005;R$ 4,00;Niterói;18/01/2017;273
AB1009;R$ 1,00;Guarulhos;19/01/2017;629
AB1001;R$ 4,00;Nova Iguaço;19/01/2017;324
AB1022;R$ 2,00;Niterói;19/01/2017;495
AB1004;R$ 1,00;Rio de Janeiro;19/01/2017;405
AB1001;R$ 1,00;Salvador;19/01/2017;787
AB1007;R$ 2,00;Curitiba;19/01/2017;619
AB1001;R$ 1,00;Goiânia;19/01/2017;674
AB1007;R$ 4,00;Belo Horizonte;19/01/2017;590
AB1002;R$ 2,00;Recife;19/01/2017;595
AB1015;R$ 5,00;Goiânia;19/01/2017;527
AB1020;R$ 1,00;Goiânia;19/01/2017;762
AB1001;R$ 3,00;Salvador;19/01/2017;34
AB1016;R$ 5,00;Belo Horizonte;19/01/2017;786
AB1009;R$ 5,00;Belo Horizonte;19/01/2017;154
AB1013;R$ 2,00;Fortaleza;19/01/2017;740
AB1010;R$ 3,00;Nova Iguaço;19/01/2017;604
AB1022;R$ 4,00;Niterói;19/01/2017;454
AB1005;R$ 2,00;Guarulhos;19/01/2017;67
AB1023;R$ 3,00;Guarulhos;19/01/2017;184
AB1024;R$ 5,00;Niterói;19/01/2017;763
AB1006;R$ 3,00;Salvador;19/01/2017;551
AB1011;R$ 3,00;Niterói;19/01/2017;273
AB1008;R$ 2,00;Recife;19/01/2017;268
AB1024;R$ 1,00;Salvador;19/01/2017;800
AB1014;R$ 5,00;Rio de Janeiro;19/01/2017;336
AB1013;R$ 2,00;Guarulhos;19/01/2017;128
AB1006;R$ 2,00;Guarulhos;19/01/2017;41
AB1021;R$ 4,00;Fortaleza;19/01/2017;565
AB1017;R$ 1,00;São Paulo;19/01/2017;261
AB1012;R$ 4,00;Fortaleza;19/01/2017;263
AB1001;R$ 2,00;Salvador;19/01/2017;800
AB1012;R$ 5,00;Recife;19/01/2017;169
AB1010;R$ 4,00;Campinas;19/01/2017;819
AB1010;R$ 5,00;Guarulhos;20/01/2017;564
AB1013;R$ 5,00;Recife;20/01/2017;117
AB1018;R$ 4,00;Curitiba;20/01/2017;346
AB1018;R$ 5,00;Recife;20/01/2017;304
AB1004;R$ 4,00;Fortaleza;20/01/2017;740
AB1018;R$ 3,00;Porto Alegre;20/01/2017;12
AB1013;R$ 2,00;Guarulhos;20/01/2017;364
AB1008;R$ 4,00;Guarulhos;20/01/2017;433
AB1012;R$ 4,00;Porto Alegre;20/01/2017;386
AB1020;R$ 2,00;Guarulhos;20/01/2017;184
AB1006;R$ 3,00;Niterói;20/01/2017;131
AB1011;R$ 4,00;Fortaleza;20/01/2017;461
AB1016;R$ 3,00;Niterói;20/01/2017;280
AB1011;R$ 1,00;Salvador;20/01/2017;594
AB1015;R$ 4,00;São Paulo;20/01/2017;382
AB1018;R$ 2,00;Guarulhos;20/01/2017;341
AB1008;R$ 2,00;Guarulhos;20/01/2017;62
AB1015;R$ 1,00;São Paulo;20/01/2017;111
AB1001;R$ 1,00;Belo Horizonte;20/01/2017;613
AB1023;R$ 5,00;Curitiba;20/01/2017;63
AB1017;R$ 4,00;Rio de Janeiro;20/01/2017;499
AB1006;R$ 4,00;Campinas;20/01/2017;663
AB1021;R$ 1,00;Guarulhos;20/01/2017;610
AB1019;R$ 4,00;Campinas;20/01/2017;262
AB1019;R$ 3,00;Nova Iguaço;20/01/2017;591
AB1009;R$ 2,00;Rio de Janeiro;20/01/2017;325
AB1021;R$ 1,00;Nova Iguaço;20/01/2017;14
AB1020;R$ 1,00;Porto Alegre;20/01/2017;416
AB1012;R$ 3,00;Salvador;20/01/2017;237
AB1009;R$ 3,00;Goiânia;20/01/2017;88
AB1015;R$ 3,00;Goiânia;20/01/2017;762
AB1004;R$ 2,00;Nova Iguaço;20/01/2017;283
AB1016;R$ 2,00;Porto Alegre;20/01/2017;588
AB1023;R$ 2,00;Nova Iguaço;20/01/2017;691
AB1001;R$ 1,00;Rio de Janeiro;20/01/2017;52
AB1022;R$ 2,00;Goiânia;20/01/2017;351
AB1013;R$ 3,00;Rio de Janeiro;20/01/2017;443
AB1020;R$ 3,00;Guarulhos;20/01/2017;214
AB1017;R$ 5,00;Curitiba;20/01/2017;774
AB1016;R$ 2,00;Salvador;21/01/2017;156
AB1021;R$ 1,00;Recife;21/01/2017;32
AB1010;R$ 4,00;Campinas;21/01/2017;709
AB1008;R$ 3,00;Belo Horizonte;21/01/2017;193
AB1007;R$ 5,00;Fortaleza;21/01/2017;458
AB1003;R$ 1,00;Niterói;21/01/2017;454
AB1023;R$ 4,00;Nova Iguaço;21/01/2017;149
AB1014;R$ 3,00;São Paulo;21/01/2017;450
AB1005;R$ 4,00;São Paulo;21/01/2017;737
AB1004;R$ 1,00;Rio de Janeiro;21/01/2017;107
AB1002;R$ 4,00;Rio de Janeiro;21/01/2017;368
AB1005;R$ 1,00;Rio de Janeiro;21/01/2017;788
AB1003;R$ 3,00;Campinas;21/01/2017;563
AB1005;R$ 5,00;Niterói;21/01/2017;731
AB1013;R$ 4,00;Guarulhos;21/01/2017;242
AB1021;R$ 4,00;Niterói;21/01/2017;809
AB1001;R$ 5,00;Goiânia;21/01/2017;365
AB1015;R$ 5,00;Guarulhos;21/01/2017;137
AB1004;R$ 5,00;Belo Horizonte;21/01/2017;631
AB1001;R$ 1,00;Guarulhos;21/01/2017;287
AB1018;R$ 1,00;Campinas;21/01/2017;739
AB1013;R$ 3,00;Niterói;21/01/2017;767
AB1017;R$ 5,00;Guarulhos;21/01/2017;623
AB1021;R$ 1,00;Recife;21/01/2017;398
AB1016;R$ 1,00;São Paulo;21/01/2017;69
AB1004;R$ 1,00;Porto Alegre;21/01/2017;428
AB1016;R$ 3,00;Recife;21/01/2017;277
AB1021;R$ 5,00;Goiânia;21/01/2017;762
AB1019;R$ 3,00;Campinas;21/01/2017;732
AB1018;R$ 1,00;Guarulhos;21/01/2017;567
AB1023;R$ 1,00;Campinas;21/01/2017;739
AB1010;R$ 2,00;Niterói;21/01/2017;632
AB1023;R$ 4,00;Niterói;21/01/2017;176
AB1002;R$ 3,00;Curitiba;21/01/2017;66
AB1014;R$ 3,00;Recife;21/01/2017;277
AB1019;R$ 4,00;Fortaleza;21/01/2017;565
AB1019;R$ 5,00;Porto Alegre;21/01/2017;664
AB1009;R$ 2,00;Salvador;21/01/2017;100
AB1015;R$ 5,00;Campinas;21/01/2017;36
AB1016;R$ 5,00;Niterói;21/01/2017;135
AB1002;R$ 4,00;Rio de Janeiro;21/01/2017;155
AB1007;R$ 3,00;Campinas;21/01/2017;529
AB1004;R$ 3,00;São Paulo;21/01/2017;114
AB1011;R$ 4,00;Curitiba;22/01/2017;4
AB1005;R$ 2,00;Nova Iguaço;22/01/2017;569
AB1018;R$ 5,00;São Paulo;22/01/2017;665
AB1011;R$ 4,00;Goiânia;22/01/2017;723
AB1012;R$ 3,00;Fortaleza;22/01/2017;288
AB1015;R$ 3,00;Guarulhos;22/01/2017;496
AB1020;R$ 4,00;Goiânia;22/01/2017;562
AB1019;R$ 5,00;Recife;22/01/2017;500
AB1011;R$ 4,00;Porto Alegre;22/01/2017;606
AB1015;R$ 5,00;Recife;22/01/2017;729
AB1009;R$ 5,00;São Paulo;22/01/2017;617
AB1019;R$ 5,00;Curitiba;22/01/2017;714
AB1024;R$ 4,00;Porto Alegre;22/01/2017;68
AB1010;R$ 2,00;Niterói;22/01/2017;236
AB1014;R$ 2,00;Fortaleza;22/01/2017;802
AB1020;R$ 2,00;Guarulhos;22/01/2017;153
AB1015;R$ 4,00;Rio de Janeiro;22/01/2017;194
AB1007;R$ 5,00;Curitiba;22/01/2017;217
AB1014;R$ 5,00;Goiânia;22/01/2017;738
AB1023;R$ 3,00;Salvador;22/01/2017;232
AB1020;R$ 2,00;Porto Alegre;22/01/2017;203
AB1005;R$ 2,00;São Paulo;22/01/2017;400
AB1021;R$ 2,00;Recife;22/01/2017;805
AB1003;R$ 4,00;Recife;22/01/2017;165
AB1021;R$ 5,00;Belo Horizonte;22/01/2017;786
AB1015;R$ 1,00;Recife;22/01/2017;768
AB1015;R$ 1,00;Nova Iguaço;22/01/2017;77
AB1014;R$ 2,00;Goiânia;22/01/2017;738
AB1002;R$ 2,00;Belo Horizonte;22/01/2017;251
AB1021;R$ 4,00;Curitiba;22/01/2017;493
AB1008;R$ 5,00;Rio de Janeiro;22/01/2017;407
AB1010;R$ 1,00;Niterói;22/01/2017;350
AB1015;R$ 1,00;Goiânia;22/01/2017;615
AB1022;R$ 2,00;Belo Horizonte;22/01/2017;413
AB1006;R$ 2,00;Guarulhos;22/01/2017;98
AB1013;R$ 5,00;Salvador;23/01/2017;583
AB1024;R$ 1,00;Salvador;23/01/2017;164
AB1022;R$ 3,00;Recife;23/01/2017;595
AB1011;R$ 3,00;Nova Iguaço;23/01/2017;576
AB1011;R$ 1,00;Salvador;23/01/2017;90
AB1019;R$ 2,00;Rio de Janeiro;23/01/2017;284
AB1017;R$ 1,00;Guarulhos;23/01/2017;340
AB1010;R$ 1,00;Fortaleza;23/01/2017;735
AB1003;R$ 2,00;São Paulo;23/01/2017;400
AB1005;R$ 1,00;Goiânia;23/01/2017;518
AB1019;R$ 5,00;Niterói;23/01/2017;42
AB1017;R$ 3,00;Fortaleza;23/01/2017;171
AB1024;R$ 3,00;Recife;23/01/2017;197
AB1024;R$ 2,00;Salvador;23/01/2017;285
AB1006;R$ 2,00;Campinas;23/01/2017;618
AB1022;R$ 5,00;Guarulhos;23/01/2017;440
AB1024;R$ 3,00;Recife;23/01/2017;27
AB1016;R$ 4,00;Rio de Janeiro;23/01/2017;749
AB1008;R$ 2,00;Belo Horizonte;23/01/2017;251
AB1024;R$ 5,00;Fortaleza;23/01/2017;657
AB1007;R$ 5,00;Guarulhos;23/01/2017;83
AB1024;R$ 1,00;Fortaleza;23/01/2017;269
AB1016;R$ 5,00;Campinas;23/01/2017;485
AB1022;R$ 1,00;Recife;23/01/2017;595
AB1014;R$ 3,00;Porto Alegre;23/01/2017;416
AB1006;R$ 5,00;Niterói;23/01/2017;176
AB1001;R$ 3,00;São Paulo;23/01/2017;202
AB1024;R$ 4,00;Nova Iguaço;23/01/2017;124
AB1020;R$ 5,00;Fortaleza;23/01/2017;557
AB1011;R$ 2,00;Recife;23/01/2017;494
AB1012;R$ 5,00;Rio de Janeiro;23/01/2017;499
AB1018;R$ 5,00;Rio de Janeiro;23/01/2017;52
AB1005;R$ 4,00;Guarulhos;23/01/2017;337
AB1002;R$ 5,00;Nova Iguaço;23/01/2017;680
AB1024;R$ 2,00;Salvador;23/01/2017;82
AB1002;R$ 4,00;Campinas;23/01/2017;265
AB1023;R$ 1,00;Belo Horizonte;23/01/2017;611
AB1006;R$ 2,00;Nova Iguaço;23/01/2017;691
AB1002;R$ 5,00;Campinas;23/01/2017;722
AB1006;R$ 5,00;Recife;23/01/2017;158
AB1022;R$ 2,00;Niterói;23/01/2017;488
AB1020;R$ 4,00;Porto Alegre;23/01/2017;189
AB1013;R$ 3,00;Guarulhos;23/01/2017;141
AB1024;R$ 4,00;Recife;23/01/2017;566
AB1022;R$ 5,00;São Paulo;24/01/2017;772
AB1017;R$ 5,00;Nova Iguaço;24/01/2017;77
AB1011;R$ 5,00;Goiânia;24/01/2017;682
AB1007;R$ 4,00;Goiânia;24/01/2017;682
AB1015;R$ 1,00;Guarulhos;24/01/2017;403
AB1014;R$ 5,00;Nova Iguaço;24/01/2017;43
AB1007;R$ 2,00;Nova Iguaço;24/01/2017;556
AB1020;R$ 1,00;São Paulo;24/01/2017;406
AB1005;R$ 5,00;Niterói;24/01/2017;46
AB1007;R$ 4,00;Campinas;24/01/2017;86
AB1013;R$ 5,00;Campinas;24/01/2017;86
AB1001;R$ 2,00;Porto Alegre;24/01/2017;453
AB1009;R$ 2,00;Recife;24/01/2017;342
AB1017;R$ 3,00;São Paulo;24/01/2017;776
AB1012;R$ 3,00;Curitiba;24/01/2017;85
AB1007;R$ 2,00;Salvador;24/01/2017;252
AB1024;R$ 2,00;Guarulhos;24/01/2017;528
AB1023;R$ 3,00;Nova Iguaço;24/01/2017;598
AB1013;R$ 3,00;São Paulo;24/01/2017;776
AB1020;R$ 3,00;Nova Iguaço;24/01/2017;78
AB1015;R$ 3,00;Guarulhos;24/01/2017;294
AB1004;R$ 4,00;Nova Iguaço;24/01/2017;530
AB1011;R$ 3,00;Fortaleza;24/01/2017;609
AB1019;R$ 4,00;Recife;24/01/2017;304
AB1022;R$ 2,00;Curitiba;24/01/2017;526
AB1017;R$ 4,00;Niterói;24/01/2017;451
AB1017;R$ 5,00;Curitiba;24/01/2017;95
AB1001;R$ 3,00;Guarulhos;24/01/2017;564
AB1023;R$ 5,00;Campinas;24/01/2017;510
AB1002;R$ 1,00;São Paulo;24/01/2017;408
AB1015;R$ 3,00;Nova Iguaço;24/01/2017;689
AB1010;R$ 5,00;Fortaleza;24/01/2017;796
AB1007;R$ 3,00;Salvador;24/01/2017;245
AB1021;R$ 4,00;São Paulo;24/01/2017;310
AB1013;R$ 3,00;Fortaleza;24/01/2017;163
AB1002;R$ 2,00;Salvador;24/01/2017;551
AB1020;R$ 1,00;Goiânia;24/01/2017;527
AB1015;R$ 3,00;Salvador;24/01/2017;559
AB1015;R$ 1,00;Recife;24/01/2017;234
AB1016;R$ 3,00;Guarulhos;24/01/2017;348
AB1007;R$ 3,00;Rio de Janeiro;24/01/2017;20
AB1011;R$ 1,00;Guarulhos;24/01/2017;629
AB1016;R$ 1,00;Porto Alegre;24/01/2017;404
AB1014;R$ 3,00;Fortaleza;24/01/2017;557
AB1014;R$ 3,00;Porto Alegre;25/01/2017;436
AB1012;R$ 5,00;Recife;25/01/2017;254
AB1012;R$ 2,00;Nova Iguaço;25/01/2017;330
AB1010;R$ 5,00;São Paulo;25/01/2017;408
AB1018;R$ 5,00;São Paulo;25/01/2017;748
AB1004;R$ 2,00;Fortaleza;25/01/2017;612
AB1015;R$ 5,00;Nova Iguaço;25/01/2017;701
AB1010;R$ 5,00;Recife;25/01/2017;169
AB1018;R$ 1,00;Niterói;25/01/2017;756
AB1016;R$ 5,00;Niterói;25/01/2017;146
AB1009;R$ 2,00;Salvador;25/01/2017;82
AB1004;R$ 4,00;São Paulo;25/01/2017;617
AB1003;R$ 5,00;Curitiba;25/01/2017;63
AB1013;R$ 5,00;Porto Alegre;25/01/2017;129
AB1001;R$ 2,00;Fortaleza;25/01/2017;163
AB1008;R$ 3,00;Nova Iguaço;25/01/2017;43
AB1008;R$ 4,00;Guarulhos;25/01/2017;142
AB1020;R$ 4,00;Belo Horizonte;25/01/2017;430
AB1005;R$ 2,00;Belo Horizonte;25/01/2017;359
AB1003;R$ 1,00;Guarulhos;25/01/2017;101
AB1017;R$ 3,00;Guarulhos;25/01/2017;399
AB1018;R$ 3,00;Goiânia;25/01/2017;605
AB1021;R$ 5,00;Goiânia;25/01/2017;527
AB1004;R$ 4,00;Guarulhos;25/01/2017;623
AB1009;R$ 3,00;Belo Horizonte;25/01/2017;693
AB1014;R$ 1,00;Goiânia;25/01/2017;173
AB1010;R$ 1,00;Campinas;25/01/2017;108
AB1024;R$ 2,00;São Paulo;25/01/2017;202
AB1011;R$ 5,00;Fortaleza;25/01/2017;796
AB1011;R$ 1,00;Porto Alegre;25/01/2017;416
AB1014;R$ 2,00;Guarulhos;25/01/2017;136
AB1010;R$ 2,00;Salvador;25/01/2017;90
AB1002;R$ 1,00;Nova Iguaço;25/01/2017;655
AB1010;R$ 1,00;Niterói;25/01/2017;73
AB1019;R$ 5,00;Guarulhos;25/01/2017;524
AB1021;R$ 4,00;Guarulhos;25/01/2017;561
AB1016;R$ 4,00;Rio de Janeiro;25/01/2017;213
AB1002;R$ 3,00;Campinas;25/01/2017;139
AB1015;R$ 1,00;Fortaleza;25/01/2017;113
AB1005;R$ 2,00;Nova Iguaço;25/01/2017;452
AB1009;R$ 1,00;Recife;25/01/2017;39
AB1022;R$ 1,00;Belo Horizonte;26/01/2017;23
AB1019;R$ 3,00;Porto Alegre;26/01/2017;816
AB1018;R$ 4,00;Recife;26/01/2017;297
AB1018;R$ 5,00;Fortaleza;26/01/2017;621
AB1009;R$ 5,00;Nova Iguaço;26/01/2017;585
AB1023;R$ 3,00;Belo Horizonte;26/01/2017;651
AB1007;R$ 4,00;Belo Horizonte;26/01/2017;693
AB1021;R$ 2,00;Belo Horizonte;26/01/2017;506
AB1017;R$ 1,00;Curitiba;26/01/2017;743
AB1004;R$ 2,00;Porto Alegre;26/01/2017;64
AB1021;R$ 2,00;Curitiba;26/01/2017;240
AB1009;R$ 5,00;Belo Horizonte;26/01/2017;693
AB1010;R$ 5,00;Porto Alegre;26/01/2017;203
AB1024;R$ 4,00;Salvador;26/01/2017;301
AB1003;R$ 4,00;Goiânia;26/01/2017;116
AB1013;R$ 1,00;Fortaleza;26/01/2017;553
AB1005;R$ 1,00;Fortaleza;26/01/2017;687
AB1004;R$ 4,00;Goiânia;26/01/2017;182
AB1004;R$ 1,00;Guarulhos;26/01/2017;596
AB1023;R$ 2,00;Salvador;26/01/2017;559
AB1006;R$ 3,00;São Paulo;26/01/2017;303
AB1001;R$ 5,00;São Paulo;26/01/2017;400
AB1003;R$ 1,00;São Paulo;26/01/2017;310
AB1004;R$ 2,00;Goiânia;26/01/2017;674
AB1012;R$ 4,00;Belo Horizonte;26/01/2017;193
AB1003;R$ 3,00;Rio de Janeiro;26/01/2017;362
AB1019;R$ 2,00;Recife;26/01/2017;234
AB1006;R$ 5,00;Porto Alegre;26/01/2017;38
AB1004;R$ 1,00;Campinas;27/01/2017;108
AB1009;R$ 5,00;Curitiba;27/01/2017;442
AB1010;R$ 1,00;Campinas;27/01/2017;639
AB1014;R$ 1,00;Nova Iguaço;27/01/2017;355
AB1010;R$ 2,00;Salvador;27/01/2017;551
AB1017;R$ 4,00;Recife;27/01/2017;500
AB1012;R$ 1,00;Rio de Janeiro;27/01/2017;331
AB1003;R$ 5,00;Belo Horizonte;27/01/2017;123
AB1005;R$ 3,00;Salvador;27/01/2017;675
AB1022;R$ 5,00;Niterói;27/01/2017;176
AB1019;R$ 3,00;Fortaleza;27/01/2017;480
AB1007;R$ 3,00;São Paulo;27/01/2017;665
AB1003;R$ 4,00;Niterói;27/01/2017;35
AB1004;R$ 3,00;Curitiba;27/01/2017;705
AB1005;R$ 3,00;Goiânia;27/01/2017;723
AB1009;R$ 5,00;São Paulo;27/01/2017;429
AB1004;R$ 3,00;Goiânia;27/01/2017;315
AB1014;R$ 2,00;Recife;27/01/2017;547
AB1010;R$ 3,00;Campinas;27/01/2017;120
AB1014;R$ 5,00;Curitiba;27/01/2017;812
AB1023;R$ 2,00;Salvador;27/01/2017;100
AB1017;R$ 3,00;Porto Alegre;27/01/2017;668
AB1012;R$ 4,00;Nova Iguaço;27/01/2017;283
AB1020;R$ 2,00;Recife;27/01/2017;70
AB1017;R$ 4,00;São Paulo;27/01/2017;617
AB1023;R$ 5,00;Rio de Janeiro;27/01/2017;362
AB1002;R$ 4,00;Guarulhos;27/01/2017;524
AB1015;R$ 3,00;Porto Alegre;27/01/2017;780
AB1019;R$ 5,00;Belo Horizonte;27/01/2017;397
AB1004;R$ 2,00;Guarulhos;27/01/2017;364
AB1005;R$ 1,00;Salvador;27/01/2017;799
AB1021;R$ 3,00;Salvador;27/01/2017;792
AB1023;R$ 5,00;Campinas;27/01/2017;257
AB1005;R$ 4,00;Curitiba;27/01/2017;394
AB1021;R$ 2,00;Guarulhos;27/01/2017;152
AB1007;R$ 4,00;São Paulo;28/01/2017;57
AB1005;R$ 2,00;Guarulhos;28/01/2017;467
AB1013;R$ 5,00;Campinas;28/01/2017;793
AB1011;R$ 3,00;Rio de Janeiro;28/01/2017;44
AB1002;R$ 5,00;Campinas;28/01/2017;670
AB1011;R$ 4,00;Curitiba;28/01/2017;478
AB1006;R$ 1,00;Guarulhos;28/01/2017;205
AB1009;R$ 2,00;Goiânia;28/01/2017;17
AB1017;R$ 5,00;Belo Horizonte;28/01/2017;58
AB1023;R$ 3,00;Nova Iguaço;28/01/2017;591
AB1014;R$ 4,00;Fortaleza;28/01/2017;740
AB1015;R$ 3,00;Nova Iguaço;28/01/2017;420
AB1009;R$ 3,00;Recife;28/01/2017;672
AB1020;R$ 4,00;Recife;28/01/2017;304
AB1018;R$ 1,00;Curitiba;28/01/2017;619
AB1023;R$ 3,00;Guarulhos;28/01/2017;175
AB1020;R$ 3,00;Guarulhos;28/01/2017;122
AB1007;R$ 3,00;Campinas;28/01/2017;289
AB1011;R$ 1,00;Guarulhos;28/01/2017;142
AB1011;R$ 3,00;Rio de Janeiro;28/01/2017;20
AB1023;R$ 3,00;Belo Horizonte;28/01/2017;413
AB1005;R$ 4,00;Recife;28/01/2017;27
